"Run Fondo";"run_adm";"run_fm_l";"entidad_nombre_fm";"nombre_corto";"vigencia";"estado";"tipo";"razon_social";"fecha_deposito";"fecha_ultima_modificacion";"fecha_inicio";"nro_fecha_resolucion";"fecha_cumplimiento";"fecha_termino";"num_registro"
"8789";"96767630-6";"8789-0";FONDO MUTUO RENTA VARIABLE CHILE;CHILE 18 Q;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2017-06-21;2018-08-17;2010-05-04;Res. 206 (04/05/2010);2010-07-20;2019-03-06;FM110206
"9032";"96767630-6";"9032-8";FONDO MUTUO RETORNO ACCIONARIO LARGO PLAZO;RETORNO ACCIONARIO;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2013-10-30;2014-12-23;2013-11-07;-;2014-07-22;2017-08-01;FM130665
"9224";"96767630-6";"9224-K";FONDO MUTUO RETORNO EFICIENTE;RETORNO EFICIENTE;No Vigente;;"6-FM DE LIBRE INVERSION";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;2015-08-12;;;-;;2016-06-16;FM150965
"8821";"96767630-6";"8821-8";FONDO MUTUO REVERSE STRATEGY;REVERSE STRATEGY;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 652 ();;2011-08-02;
"8758";"96767630-6";"8758-0";FONDO MUTUO RIO GARANTIZADO;RIO GARANTIZADO;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 711 ();;2010-05-26;
"8796";"96767630-6";"8796-3";FONDO MUTUO RUSIA VOLTARGET GARANTIZADO;RUSIA VOLTARGET G.;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 291 ();;2010-12-01;
"8759";"96767630-6";"8759-9";FONDO MUTUO SAFARI GARANTIZADO;SAFARI GARANTIZADO;No Vigente;;"7-FM ESTRUCTURADO";BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;;;;Res. 712 ();;2010-05-26;
"8042";"96667040-1";"8042-K";FONDO MUTUO SANTANDER ACCIONES;SANTANDER-ACCIONES;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1988-10-24;Res. 186 (24/10/1988);1988-10-24;2008-04-19;
"8893";"96667040-1";"8893-5";FONDO MUTUO SANTANDER ACCIONES BRASIL;ACCIONES BRASIL;No Vigente;;"6-FM DE LIBRE INVERSION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2016-03-02;2016-10-20;2011-08-07;Res. 134 (07/08/2011);2011-08-07;2018-12-21;FM110384
"8158";"96667040-1";"8158-2";FONDO MUTUO SANTANDER ACCIONES EUROPA DESARROLLADO;EUROPA DESARROLLADO;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2011-12-06;2012-07-10;2000-07-17;Res. 190 (17/07/2000);2000-09-13;2013-08-11;FM110393
"8179";"96667040-1";"8179-5";FONDO MUTUO SANTANDER ACCIONES EUROPA EMERGENTE;EUROPA EMERGENTE;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2011-12-06;2012-07-10;2001-01-02;Res. 299 (02/01/2001);2001-01-26;2013-08-11;FM110392
"8406";"96667040-1";"8406-9";FONDO MUTUO SANTANDER ACCIONES FINANCIERAS GLOBALES;FINANCIERAS GLOBALES;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2011-12-06;2012-07-10;2006-08-21;Res. 7 (21/08/2006);2006-08-30;2013-08-11;FM110388
"8923";"96667040-1";"8923-0";FONDO MUTUO SANTANDER ACCIONES MID CAP CHILE;MID CAP;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2012-03-16;2012-04-27;;-;;2015-02-12;FM120556
"8074";"96667040-1";"8074-8";FONDO MUTUO SANTANDER ACCIONES RETAIL & CONSUMO CHILE;RETAIL CONSUMO CHILE;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2016-10-20;2017-10-02;1994-08-16;Res. 101 (16/08/1994);1994-08-16;2019-08-23;FM110408
"8603";"96667040-1";"8603-7";FONDO MUTUO SANTANDER ACCIONES SELECTAS 15;ACCIONES SELECTAS 15;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;;Res. 181 ();;2009-02-05;
"8593";"96667040-1";"8593-6";FONDO MUTUO SANTANDER ACCIONES SELECTAS BRASIL;ACC. SELECTAS BRASIL;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2008-05-06;Res. 134 (06/05/2008);2008-05-09;2011-08-06;
"8631";"96667040-1";"8631-2";FONDO MUTUO SANTANDER ACCIONES SELECTAS MEXICO;ACC. SELECTAS MEXICO;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;;Res. 396 ();;2009-03-06;
"8988";"96667040-1";"8988-5";FONDO MUTUO SANTANDER AHORRO CORTO PLAZO;AHORRO CORTO PLAZO;No Vigente;Liquidado;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2016-07-05;2017-05-04;2013-05-06;-;2013-05-17;2017-05-25;FM130621
"8231";"96667040-1";"8231-7";FONDO MUTUO SANTANDER BONOS DOLAR;BONOS DOLAR;No Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2011-12-06;2012-07-10;2001-12-05;Res. 374 (05/12/2001);2001-12-12;2013-11-24;FM110389
"8083";"96667040-1";"8083-7";FONDO MUTUO SANTANDER CIRCULANTE;CIRCULANTE;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1995-11-27;Res. 228 (27/11/1995);1995-11-27;1997-04-22;
"8072";"96667040-1";"8072-1";FONDO MUTUO SANTANDER DE RESERVA;SANTA DE RESERVA;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2011-12-06;2012-01-25;1994-08-02;Res. 101 (02/08/1994);1994-08-02;2012-08-26;FM110414
"9622";"96667040-1";"9622-9";FONDO MUTUO SANTANDER DEUDA ARGENTINA ARS;DEUDA ARGENTINA ARS;No Vigente;;"6-FM DE LIBRE INVERSION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2018-06-13;;;-;;2019-02-06;FM181364
"9507";"96667040-1";"9507-9";FONDO MUTUO SANTANDER DEUDA LATAM INVESTMENT GRADE;DL INVESTMENT GRADE;No Vigente;;"6-FM DE LIBRE INVERSION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2017-08-28;;;-;;2018-05-18;FM171248
"8989";"96667040-1";"8989-3";FONDO MUTUO SANTANDER EFICIENTE;SANTANDER EFICIENTE;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2013-05-17;2013-09-27;2013-05-30;-;2013-05-30;2014-05-11;FM130622
"8041";"96667040-1";"8041-1";FONDO MUTUO SANTANDER INTERMEDIACION;INTERMEDIACION;No Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2011-12-06;2012-07-10;1988-10-24;Res. 186 (24/10/1988);1988-10-24;2012-08-26;FM110376
"8896";"96667040-1";"8896-K";FONDO MUTUO SANTANDER MATRIOSKA;SANTA MATRIOSKA;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2011-09-03;;2011-09-15;-;2011-09-16;2011-09-23;FM110526
"8616";"96667040-1";"8616-9";FONDO MUTUO SANTANDER MONEY MARKET DÓLAR 2;MONEY MARKET DOLAR 2;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2008-04-20;Res. 581 (20/04/2008);2008-04-20;2009-12-16;
"8675";"96667040-1";"8675-4";FONDO MUTUO SANTANDER MONEY MARKET DÓLAR 3;MONEY MARKET DOLAR 3;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2008-12-07;Res. 553 (07/12/2008);2008-12-07;2009-12-16;
"8686";"96667040-1";"8686-K";FONDO MUTUO SANTANDER MONEY MARKET EURO;MONEY MARKET EURO;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2011-12-06;2012-07-10;2008-12-21;Res. 230 (21/12/2008);2008-12-21;2014-07-11;FM110402
"9111";"96667040-1";"9111-1";FONDO MUTUO SANTANDER OBJETIVO EUROPA 2017 I;OBJETIVO EUROPA I;No Vigente;;"7-FM ESTRUCTURADO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2014-12-19;;2015-01-05;-;2015-01-12;2017-02-03;FM140769
"9112";"96667040-1";"9112-K";FONDO MUTUO SANTANDER OBJETIVO EUROPA 2017 II;OBJETIVO EUROPA II;No Vigente;;"7-FM ESTRUCTURADO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2014-12-19;;2015-01-06;-;2015-01-14;2017-02-03;FM140770
"8044";"96667040-1";"8044-6";FONDO MUTUO SANTANDER OVERNIGHT;OVERNIGHT;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1989-10-02;Res. 307 (02/10/1989);1989-10-02;2008-04-26;
"8585";"96667040-1";"8585-5";FONDO MUTUO SANTANDER OVERNIGHT 2;OVERNIGHT 2;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2008-02-24;Res. 572 (24/02/2008);2008-02-24;2009-12-16;
"8586";"96667040-1";"8586-3";FONDO MUTUO SANTANDER OVERNIGHT 4;OVERNIGHT 4;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2008-02-24;Res. 499 (24/02/2008);2008-02-24;2009-12-16;
"8228";"96667040-1";"8228-7";FONDO MUTUO SANTANDER PORTFOLIO ACTIVO;PORTFOLIO ACTIVO;No Vigente;;"4-FM MIXTO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2001-11-23;Res. 307 (23/11/2001);2002-05-23;2002-08-01;
"8213";"96667040-1";"8213-9";FONDO MUTUO SANTANDER PORTFOLIO CONSERVADOR;PORTFOLIO CONSERVADO;No Vigente;;"4-FM MIXTO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2001-11-12;Res. 307 (12/11/2001);2002-05-23;2002-07-30;
"8214";"96667040-1";"8214-7";FONDO MUTUO SANTANDER PORTFOLIO MODERADO;PORTFOLIO MODERADO;No Vigente;;"4-FM MIXTO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2001-11-15;Res. 307 (15/11/2001);2002-05-23;2002-07-29;
"8242";"96667040-1";"8242-2";FONDO MUTUO SANTANDER PREVISIONAL;PREVISIONAL;No Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;;Res. 333 ();;2003-05-20;
"9486";"96667040-1";"9486-2";FONDO MUTUO SANTANDER RENTA LARGO PLAZO 5 - 10 AÑOS;RENTA LP 5-10 AÑOS;No Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2017-07-25;;;-;;2018-04-13;FM171227
"8599";"96667040-1";"8599-5";FONDO MUTUO SANTANDER RENTA SELECTA CHILE;SELECTA CHILE;No Vigente;;"8-FM DIRIGIDO A INVERSIONISTAS CALIFICADOS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2012-07-10;2013-11-06;2008-06-24;Res. 152 (24/06/2008);2008-07-30;2013-11-17;FM110409
"8056";"96667040-1";"8056-K";FONDO MUTUO SANTANDER RENTAMAS;RENTAMAS;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1992-12-15;Res. 306 (15/12/1992);1992-12-15;2008-04-26;
"8212";"96667040-1";"8212-0";FONDO MUTUO SANTANDER SALUD Y BIOTECNOLOGIA;SALUD Y BIOTECNOLOGI;No Vigente;;"4-FM MIXTO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;;Res. 108 ();;2002-01-11;
"8996";"96667040-1";"8996-6";FONDO MUTUO SANTANDER SELECT DINAMICO;SELECT DINAMICO;No Vigente;;"6-FM DE LIBRE INVERSION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2015-12-15;2016-05-19;2013-07-05;-;2013-07-24;2020-08-22;FM130629
"8995";"96667040-1";"8995-8";FONDO MUTUO SANTANDER SELECT EQUILIBRIO;SELECT EQUILIBRIO;No Vigente;;"6-FM DE LIBRE INVERSION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2015-12-15;2016-05-19;2013-07-01;-;2013-07-12;2020-08-22;FM130628
"8997";"96667040-1";"8997-4";FONDO MUTUO SANTANDER SELECT PRUDENTE;SELECT PRUDENTE;No Vigente;;"6-FM DE LIBRE INVERSION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2014-10-13;2015-12-15;2013-06-27;-;2013-07-03;2020-08-22;FM130630
"8877";"96667040-1";"8877-3";FONDO MUTUO SANTANDER SMALL CAP BRASIL;SMALL CAP BRASIL;No Vigente;;"6-FM DE LIBRE INVERSION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2011-08-12;;;Res. 286 ();;2012-03-07;FM110410
"8330";"96667040-1";"8330-5";FONDO MUTUO SANTANDER SUPER FONDO 105;SUPER FONDO 105;No Vigente;;"7-FM ESTRUCTURADO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2004-11-08;Res. 499 (08/11/2004);2004-11-08;2007-02-17;
"8331";"96667040-1";"8331-3";FONDO MUTUO SANTANDER SUPER FONDO 110;SUPER FONDO 110;No Vigente;;"7-FM ESTRUCTURADO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2004-11-08;Res. 499 (08/11/2004);2004-11-08;2008-02-23;
"8339";"96667040-1";"8339-9";FONDO MUTUO SANTANDER SUPER FONDO 110 DOLAR;SUPER 110 DOLAR;No Vigente;;"7-FM ESTRUCTURADO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2005-01-04;Res. 553 (04/01/2005);2005-01-05;2008-12-06;
"8332";"96667040-1";"8332-1";FONDO MUTUO SANTANDER SUPER FONDO 115;SUPER FONDO 115;No Vigente;;"7-FM ESTRUCTURADO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2004-11-08;Res. 499 (08/11/2004);2004-11-08;2009-12-16;
"8464";"96667040-1";"8464-6";FONDO MUTUO SANTANDER SUPER GESTION;SUPER GESTION;No Vigente;;"7-FM ESTRUCTURADO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2006-10-16;Res. 437 (16/10/2006);2006-10-18;2009-12-16;
"8191";"96667040-1";"8191-4";FONDO MUTUO SANTANDER SUPER INTERES;SUPER INTERES;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2001-06-05;Res. 269 (05/06/2001);2001-06-12;2003-09-26;
"8270";"96667040-1";"8270-8";FONDO MUTUO SANTANDER SUPER RENTA UF;SUPER RENTA UF;No Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;;Res. 268 ();;2004-04-14;
"8047";"96667040-1";"8047-0";FONDO MUTUO SANTANDER SUPERCUENTA;SUPERCUENTA;No Vigente;;"2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1992-04-01;Res. 49 (01/04/1992);1992-04-01;2008-04-26;
"8070";"96667040-1";"8070-5";FONDO MUTUO SANTANDER SUPERPLAN DOLAR;SUPERPLAN DOLAR;No Vigente;;"4-FM MIXTO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;2011-08-12;2011-12-06;1994-03-01;Res. 4 (01/03/1994);1994-03-01;2011-12-19;FM110412
"8154";"96667040-1";"8154-K";FONDO MUTUO SANTANDER TECNOLOGICO;TECNOLOGICO;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2000-08-03;Res. 30 (03/08/2000);2000-08-03;2008-08-28;
"8804";"96667040-1";"8804-8";FONDO MUTUO SANTANDER TENDENCIA;TENDENCIA;No Vigente;;"6-FM DE LIBRE INVERSION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;;Res. 397 ();;2011-03-28;
"8075";"96667040-1";"8075-6";FONDO MUTUO SANTIAGO ACCIONES 2;SANTIAGO ACCIONES 2;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1995-01-11;Res. 23 (11/01/1995);1995-01-11;2008-04-19;
"8093";"96667040-1";"8093-4";FONDO MUTUO SANTIAGO ACTIVO;ACTIVO;No Vigente;;"2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1996-09-26;Res. 229 (26/09/1996);1996-09-26;2008-04-26;
"8061";"96667040-1";"8061-6";FONDO MUTUO SANTIAGO ACUMULACION;ACUMULACION;No Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1993-03-01;Res. 23 (01/03/1993);1993-03-01;2008-04-19;
"8087";"96667040-1";"8087-K";FONDO MUTUO SANTIAGO FLEXIBLE;FLEXIBLE;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1996-05-17;Res. 307 (17/05/1996);1996-05-17;2008-04-26;
"8066";"96667040-1";"8066-7";FONDO MUTUO SANTIAGO INCREMENTO;INCREMENTO;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1993-08-03;Res. 43 (03/08/1993);1993-08-03;2008-04-26;
"8157";"96667040-1";"8157-4";FONDO MUTUO SANTIAGO NORTEAMERICANO;NORTEAMERICANO;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;2000-07-17;Res. 190 (17/07/2000);2000-08-09;2007-01-27;
"8067";"96667040-1";"8067-5";FONDO MUTUO SANTIAGO SISTEMATICO;SISTEMATICO;No Vigente;;"2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS";SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS;;;1993-08-12;Res. 43 (12/08/1993);1993-08-12;2008-04-26;
"8529";"96634320-6";"8529-4";FONDO MUTUO SCOTIA ACCIONES NACIONALES;ACCIONES NACIONALES;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2016-06-15;2018-07-27;2007-12-21;Res. 477 (21/12/2007);2008-04-02;2021-07-17;FM110073
"8413";"96634320-6";"8413-1";FONDO MUTUO SCOTIA ACTIVO;SCOTIA ACTIVO;No Vigente;;"6-FM DE LIBRE INVERSION";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2015-02-25;2016-07-14;2006-04-11;Res. 82 (11/04/2006);2006-04-12;2021-04-17;FM110069
"8481";"96634320-6";"8481-6";FONDO MUTUO SCOTIA ASIA;ASIA;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2018-05-16;2018-12-10;2006-12-21;Res. 540 (21/12/2006);2006-12-26;2021-07-17;FM110120
"9079";"96634320-6";"9079-4";FONDO MUTUO SCOTIA BALANCEADO CONSERVADOR AMÉRICA;CONSERVADOR AMÉRICA;No Vigente;;"6-FM DE LIBRE INVERSION";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2015-01-28;2018-12-10;2014-10-02;-;2014-10-06;2021-05-22;FM140720
"9158";"96634320-6";"9158-8";FONDO MUTUO SCOTIA CONFIANZA;SCOTIA CONFIANZA;No Vigente;;"2-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2015-03-06;2015-09-28;2015-03-06;-;2015-05-04;2021-07-17;FM150897
"8117";"96634320-6";"8117-5";FONDO MUTUO SCOTIA CORPORATIVO;CORPORATIVO;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2018-12-10;2019-04-10;1998-02-17;Res. 52 (17/02/1998);1998-07-29;2021-10-23;FM110149
"8104";"96634320-6";"8104-3";FONDO MUTUO SCOTIA DISPONIBLE;DISPONIBLE;No Vigente;;"1-FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2014-12-02;2018-12-10;1997-03-11;Res. 55 (11/03/1997);1997-03-11;2021-09-11;FM110128
"8605";"96634320-6";"8605-3";FONDO MUTUO SCOTIA EE.UU.;EE.UU.;No Vigente;;"6-FM DE LIBRE INVERSION";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2015-02-06;2015-09-28;2008-07-10;Res. 183 (10/07/2008);2008-09-05;2017-07-15;FM110077
"8105";"96634320-6";"8105-1";FONDO MUTUO SCOTIA FUTURO;FUTURO;No Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2014-12-02;2018-12-10;1997-03-12;Res. 55 (12/03/1997);1997-03-12;2021-08-14;FM110127
"8420";"96634320-6";"8420-4";FONDO MUTUO SCOTIA GARANTIZADO 2008;GARANTIZADO 2008;No Vigente;;"7-FM ESTRUCTURADO";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;;;2006-05-22;Res. 118 (22/05/2006);2006-05-23;2008-07-02;
"8571";"96634320-6";"8571-5";FONDO MUTUO SCOTIA GARANTIZADO LOCKIN;GARANTIZADO LOCKIN;No Vigente;;"7-FM ESTRUCTURADO";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;;;2008-01-07;Res. 5 (07/01/2008);2008-01-08;2009-03-03;
"8498";"96634320-6";"8498-0";FONDO MUTUO SCOTIA GARANTIZADO POTENCIA GLOBAL;GARANTIZ. P. GLOBAL;No Vigente;;"7-FM ESTRUCTURADO";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;;;2007-01-29;Res. 42 (29/01/2007);2007-02-05;2009-03-18;
"8101";"96634320-6";"8101-9";FONDO MUTUO SCOTIA GLOBAL ACCIONES;GLOBAL ACCIONES;No Vigente;;"5-FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2013-03-13;2015-02-25;1997-02-10;Res. 194 (10/02/1997);1997-02-10;2017-04-22;FM110079
"8050";"96634320-6";"8050-0";FONDO MUTUO SCOTIA LEADER;LEADER;No Vigente;;"3-FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO";SCOTIA ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;2015-02-06;2015-09-28;1992-07-14;Res. 114 (14/07/1992);1992-07-14;2021-08-14;FM110081
